,area,length,thickness,slant,width,height,intensity
0,107.1875,48.05939751330897,2.522086103203129,0.23157712131659797,14.523651337058116,19.889152311461004,252.0
1,123.0625,53.19848480983498,2.5633536139027346,0.3308920056750715,15.385167687178665,19.359168577739165,252.0
2,78.1875,47.10965004500314,1.8533816942640746,-0.21311286096208934,20.472912440493367,19.1339371663438,210.0
3,67.375,22.745689014324228,2.9285359785944363,0.5079299992254012,5.406406155491975,19.768806375814965,251.0
4,91.0,46.223611075682065,2.2455573082623044,0.008992958916515272,13.273560239814813,19.49258427766425,252.0
5,117.125,55.67335854398789,2.384109659307563,0.29798868620178354,18.13229359212304,16.511570149111378,252.0
6,69.3125,19.795941546018394,3.467229102479794,-0.15556329323347343,5.074906189083823,19.748461310312923,252.0
7,140.0,46.1525432638166,3.1659994369084763,0.31344040250767813,13.307651180384578,19.625631279101533,252.0
8,41.5625,20.11396103067893,2.151959566944676,-0.07660436515778608,3.892523217975288,19.479381116684266,241.0
9,86.1875,45.5949314192417,2.2640262957180504,0.5376633610069733,12.137638387372261,19.04004810102186,239.0
10,111.9375,32.349242404917504,3.4245455456391984,0.13499698711028202,11.406925675257952,19.558279768926724,254.0
11,55.5,33.38477631085023,1.8060417634212746,0.7864998183616994,9.983111134844716,14.08927232581097,234.0
12,139.875,52.12005768508879,2.92305072749302,-0.23492016734677243,16.209448655265128,19.65485265764904,254.0
13,112.5625,52.19112549695426,2.420522909192182,0.17242296139876692,13.675877576080456,19.378665078573704,246.0
14,43.9375,20.8817279836453,2.2412259987853536,-0.05388873965651831,4.038427636964222,19.559784317558698,254.0
15,99.3125,36.188077169749334,2.7523127356908916,0.2963638647269534,14.152109675103212,19.298718126072043,252.0
16,98.1875,53.77386360737624,2.061758360329351,0.2127057206983373,17.97863934426229,17.930660662456294,231.0
17,107.75,51.38046532517444,2.5628041316766335,0.4304492150394251,10.150603905231453,19.124573590183694,244.5
18,58.3125,43.79163056034261,1.461849754920922,0.07051636707888677,10.762131279795918,20.000453620404482,231.0
19,69.75,38.29163056034261,2.08132237364597,0.3141936191142002,8.752433732334703,19.62513220676309,239.5
20,133.5,43.48097038856278,3.4595413022670605,-0.3918342219957671,17.455967591328793,18.15480403627395,252.0
21,138.6875,54.991378028648434,2.8057443077502624,0.369579767244579,16.208446732592066,19.134022302182586,251.0
22,63.125,42.23097038856278,1.6660446660956414,0.3354664644638802,8.901233772132112,19.563459115603152,228.5
23,64.625,22.245689014324228,2.849961369764611,0.526501589154516,5.216597671069714,19.493250131108628,253.0
24,84.5625,44.29898987322333,2.1986632062584652,0.1580015698894789,14.82416636828739,19.184965192674653,251.0
25,160.0,52.594931419241696,3.2862183998949632,0.1233840528870959,16.94455296256161,19.242646901945434,253.0
26,53.625,38.38477631085023,1.6448731946142594,-0.002106855447432228,10.40837429819865,19.249563308691407,216.0
27,179.75,61.11269837220808,3.651316049548483,0.19684765010536104,16.36072964934143,19.623055089268483,253.0
28,164.75,45.43807716974933,3.7060641624855526,-0.21610527251238382,16.989993380741183,19.70915195486171,253.0
29,60.3125,31.023863607376242,2.117916479350355,0.42147334637765516,11.697291535194461,14.075154785583143,245.5
30,99.6875,50.62005768508879,2.251581683760369,-0.5727768179934365,14.819455679238144,15.541253830514336,251.0
31,130.625,50.9558441227157,2.980866686468388,0.5042721647661853,11.59369781634311,19.609304285205905,253.0
32,70.375,42.39518395093587,1.7760697440264543,-0.049183380035268016,12.189154271821995,19.85544246693558,228.0
33,83.25,37.85229073212243,2.4242586484999316,0.4282517037886977,9.970149420223432,19.485405126336904,249.0
34,145.625,42.24873734152916,3.6384357883501766,0.29097656667415195,11.621794425815217,19.3166094180783,251.0
35,64.25,38.670310216782966,1.7876759279158705,0.6684521307964238,10.359494563589388,16.016894563722527,226.0
36,126.5625,32.20279579551077,4.184176295311377,-0.09797482621794447,11.380071609770235,18.99347868085188,253.0
37,147.3125,53.63046532517444,3.347424221488743,0.3457142474590086,13.618913715333067,19.088186174171938,251.0
38,83.0,45.49568901432421,2.133227994290669,-0.22753871596804123,17.574853047067762,16.49916558895191,254.0
39,105.875,52.80203820042826,2.5133833761370696,-0.009067961683964646,12.096114544185602,18.853066502802626,253.0
40,53.125,21.010407640085656,2.660307258579017,0.10807607832769207,4.253623359595064,19.6868252703322,253.0
41,112.375,58.03731957466681,2.375261854798704,0.3028165643994153,10.474682824452948,19.307759041297892,244.0
42,49.25,30.960155108391483,1.757484667519942,0.004616390924726663,10.361878965956553,19.75055834708264,218.5
43,71.125,37.52386360737624,2.1205849754871813,0.20736856718257754,8.654440347111269,19.77039056957535,233.0
44,67.75,41.60229073212243,1.825597410364511,-0.2366180759561959,11.108881777840633,19.405381807330116,218.5
45,95.5625,50.19848480983498,2.226632903597014,0.14399245905058422,12.103335813202628,19.630239586252188,243.5
46,93.875,65.21930009000627,1.7482284897009845,0.07132459713257619,11.60464858140471,19.767164190152474,234.5
47,87.0,34.781222920256965,2.5062935059612315,0.5619641424792385,12.922805094020884,18.038254750853486,255.0
48,68.6875,39.402543263816604,1.9533045975814392,-0.2090126073017737,8.697748802514354,19.738352955419025,236.5
49,130.0,40.58452377915606,3.275722641387779,0.24388381183450802,12.920388461708313,19.516994395753322,252.0
50,73.25,43.77386360737624,1.8216326748949232,0.02625498042003847,12.12973939974928,19.75369102196312,234.0
51,181.1875,52.80939751330898,3.6294815640934663,0.25711804184328946,16.83450426338969,19.80665906123058,253.0
52,110.5625,43.066756826189675,2.799357495508989,-0.09480335905941445,16.352401320722535,19.692470009591272,252.0
53,63.9375,38.35965004500315,1.8623988873761508,0.3577090378678356,13.40432791640673,19.213483430368733,225.0
54,92.4375,45.58452377915606,2.216769837377067,0.04351212932697334,16.594584219336742,19.38068349570671,247.0
55,129.0,58.2015331370399,2.638681359367239,0.3839224558735792,12.401234330744273,19.760389960980273,253.0
56,166.1875,58.79467888754755,3.2188597369118774,-0.015006731690790054,17.601160947024145,19.216553994338927,253.0
57,79.5625,45.16295090390225,2.0305793591066887,0.2727548589229694,10.423875106564362,19.442366929570227,238.0
58,133.5625,32.356601717798206,4.118617707536683,-0.1886666953330719,14.713106393314808,19.054565770681887,253.0
59,65.9375,22.331475451951135,2.8401282340979637,0.4815831102978908,5.263319452662305,19.830105108555863,253.0
60,115.3125,44.091883092036774,2.799096412440889,-0.13734890550762052,19.45118886217636,15.373135739942528,253.0
61,70.875,41.76650429449552,2.0485603686851146,0.46263685454740283,11.076686107988845,19.310810982379063,236.0
62,121.1875,44.14518395093589,3.079541268971879,0.10328641019892897,11.599856669481674,19.20806609449883,253.0
63,183.875,57.208892449920626,3.5338373856319434,0.34943805674969297,16.831304006090747,19.33350589873727,251.0
64,102.0,50.82716446627534,2.2427033277893487,0.1837209185482997,15.309853773711422,18.967399993459605,249.5
65,64.8125,33.17766952966368,2.0889274512984226,0.7481016367222131,12.11287790641477,14.177726119524927,235.0
66,106.1875,47.259144981614796,2.58975066049017,0.1988197175771921,13.029011928532928,19.20914641779292,255.0
67,53.25,22.563708498984763,2.3981808188249976,0.2832594560161314,11.250915443903223,19.728101234250644,243.5
68,98.6875,59.96625176280135,1.7919997322336338,-0.08248648168266945,19.967764955511182,19.633330596457224,226.0
69,168.3125,45.74873734152916,3.9068223265850834,0.08815010890819439,13.50642355733537,19.519159216768344,250.0
70,86.5625,34.384776310850235,2.921532472431212,-0.1157960255233401,10.38103885135135,19.31751526979938,253.0
71,80.0,39.10229073212243,2.2554211102819095,0.41418700900003586,13.2914691057806,19.551543637482386,234.0
72,42.0625,23.088834764831844,2.0341803312981446,0.048258008727099594,4.2603973872607135,19.505884157202182,219.0
73,104.4375,49.077164466275335,2.358385633906021,0.1775991372576317,12.332827007937091,19.485116981644403,240.5
74,102.875,38.25609665440987,2.869437262135791,-0.08825765535935914,10.740121282282615,19.789675425700057,252.0
75,133.6875,45.7842712474619,3.0214368612190077,0.30457217053490004,13.90549472323023,19.316100290982003,253.0
76,102.5625,43.609650045003136,2.4387271933828236,-0.1932714343359434,16.29817728518139,18.83760136188299,249.0
77,66.4375,23.288582233137678,2.933023886648757,0.4196129151307428,5.225533366248602,19.850196872989752,251.0
78,76.875,20.71015510839149,3.6346244128363807,0.3720990054865213,6.339449962836595,19.347408625663892,253.0
79,91.6875,36.79163056034261,2.698824451032377,0.43176056150282294,12.98213042686403,19.26338986462831,252.0
80,102.0,54.637824638055164,2.092853038885184,0.004534313306342009,12.729175913351822,19.580260571047177,232.0
81,145.8125,52.74137802864844,3.081325382251879,0.2649388703351142,12.799698733816028,19.696232777401423,253.0
82,159.3125,54.120057685088796,3.438018284643086,0.03636732649545366,15.370684314146349,19.499672048558743,252.0
83,105.0,55.173358543987895,2.13342954163322,0.18361511160116725,14.1846146571249,19.36531188459324,255.0
84,74.0625,38.34924240491749,2.063783510119826,-0.14836931427949507,16.06255843088295,20.17146188075461,252.0
85,103.8125,59.34797974644663,2.083046246183279,0.35198913736500603,10.638400245846118,19.8765880147376,240.5
86,85.9375,45.23097038856278,2.062360390291351,-0.5062196973216091,13.724245122038258,19.476911928417852,248.5
87,109.5625,46.266504294495526,2.5855786417774973,0.29030403426311663,12.7170925736818,19.701507202441274,253.0
88,132.5625,61.605339059327356,2.4202788045865677,0.0006807219697019643,16.48629816028999,19.808410497667396,253.0
89,98.875,43.22361107568207,2.4097285049061017,0.483100319931205,14.779417228739284,19.131009214743592,243.0
90,118.3125,49.23401871576772,2.6799011802007353,0.11648790035421681,14.15570415284617,19.332791844899994,251.0
91,102.125,42.72361107568207,2.735328773169121,0.33591733112207844,16.031102092121607,19.299379946387155,252.0
92,62.625,38.62436867076458,1.8307016108127276,-0.11386454402495573,12.375361213695676,19.15833421246741,234.0
93,115.25,50.53427124746189,2.489268030611015,0.16436762190167625,12.664874410976072,19.509435563808644,253.0
94,108.3125,52.83757210636098,2.438977578537368,0.25078330356168466,11.438058591260557,19.596794165547166,250.5
